date,likesCount,profileName,commentsCount,text
2021-09-24T02:44:02.000Z,0,eb28556d3dc3f2c1d50d3d7dffc2e60f57b3b10c4792ca7be7cb8f7e7f74efc1,,Sukhwinder Singh
2021-09-24T02:06:00.000Z,0,c6a68a5becee16e9773bf4cc949d1014680479fceddaf2cd0687076af05b994e,,I don't know much but I think humanity need's to start taking better care of the planet and what has happened to cleaner energy sources?
2021-09-23T21:25:04.000Z,5,3c06c7996fd77943d1777a8685cfc0ef1a28803c6ecb35e9f035c897d7c9a023,5.0,"As I understand it, even if we reduced emissions to pre-industrial age levels, we still have many meters of sea level rise baked into the oceans. Societies evolved in the relatively stable climate of the Holocene. It's time we developed adaptation approaches for societies that recognize transformation is inevitable and we have entered the Anthropocene. How, or if, societies can adapt is still unclear."
2021-09-23T21:04:00.000Z,1,1ef73f9ec1c14a95fc917aacd50dca895110db5fcd309deca4edfac4ea80f046,1.0,"Anthropogenic global warming is one symptom of a larger problem:  The fact that we have exceeded the capacity of the planet to support us.  We currently have no idea how to build a sustainable high technology civilisation, i.e. one that uses no finite natural resources, generates no pollution and produces no non-recyclable waste.  Moving away from fossil fuels is necessary, but nowhere near sufficient.  As a recent paper says:

""We cannot stress enough that a non-fossil energy regime simply cannot support anywhere close to the present human population of nearly eight billion; this urgently necessitates reducing human numbers as rapidly as possible to avoid unprecedented levels of social unrest and human suffering in the coming decades"".

https://www.mdpi.com/1996-1073/14/15/4508/htm"
2021-09-23T20:22:47.000Z,1,91fb291d6366efcf8d9aa1166e6473d7533473fe7e821db4e9adc3694a9b02b0,1.0,"Someone forgot to mention to Florida that she was supposed to be warming. We haven't had an above average summer in 3 years now. I miss my childhood summers, when swimming was the only option."
2021-09-23T19:50:48.000Z,0,b1361c5e7de8ff562df3c52b1f70862c5273d6bcaa8d0cc5cc65894cd60876f8,,Hot!
2021-09-23T19:32:26.000Z,1,4b1e6cb3819fb2b0308baa4e6ad2a20217a2f4319bc3dbd829cbe865139b37bd,2.0,"I'd like to go back to 1880, please. "
2021-09-23T19:19:59.000Z,0,0cb3ae5eba6d8a397a62c41a47dab2f98a004728a7c6580f85cd277585a595c8,1.0, How has The Sun changed in 100 years ..is it warmer for Earth
2021-09-23T19:19:04.000Z,13,618694cb94be6a7c5b7e2edd736969288d82c86cdf1790b11154234401a71b56,18.0,"Climate change is a made up scenario from the dems…… seems they never complain about all the pollution & garbage in 3rd world countries….., only America where we have clean energy "
2021-09-23T17:41:49.000Z,5,d1ba611e6675630031a7991eb70bf7867d53ee5fde42389a13d8d743ecfddfdc,2.0,"The deniers always with the same statements, again and again and again."
2021-09-23T16:28:21.000Z,26,aa5f4af9e3a1e1400da5e430e19f9a25491f8fa5a2cc05c638c0734b288d5dff,18.0,Taking a 140 years of temperature readings on a planet that is 4.5 billion years old and use those to form a meaningful conclusion or find a pattern would be the same as me interviewing a 100 year old person for less than one second........ and use that information to then write their complete biography.
2021-09-23T16:23:44.000Z,6,b4831bce3656c56d34735eb7a7ce20b5f69020b8cdd2feeb4e2d3bd0204bf750,11.0,I havent seen any difference  anywhere. Go ahead and push that agenda though!
2021-09-23T16:21:44.000Z,2,96e765512d554411549cdcacf59e2cd0cb81c24ac037de4fc415ab0cf210ba1d,,Why don't some people believe in science? I just don't understand
2021-09-23T16:21:13.000Z,0,3ba990384aaf2f007ae4480cb9175fb292748b46e21e61da2d61fcecbd9ba217,10.0,Remember the planet that we live on also went through an ice age....it goes through cycles. Js
2021-09-23T16:03:59.000Z,0,3c5ff2ebf3586a6519f16ac48dd19a33b484033edaa0dac585a4fcf37176ab02,5.0,Can we also get a data to the left of 1880?.. say 500 years span?
2021-09-23T15:46:41.000Z,19,1d2d44b157b6f20753877910eca097c4c657e33f8e0bdf8d8458df5c3b771c40,,The difficulty in arguing science with a scientist is that they know what they are talking about! 😁
2021-09-23T15:30:24.000Z,43,1ef73f9ec1c14a95fc917aacd50dca895110db5fcd309deca4edfac4ea80f046,8.0,"It's worth remembering that land surfaces (red, in the graph below) warm at about twice the rate of global mean temperature rise (green), and the Arctic is warming around three times faster than the global mean.  So, 2C of global warming would mean 4C of average warming on land, and 6C in the Arctic - these are huge changes over the space of a human lifetime, and we would struggle to adapt.  Best to do something about it soon-ish..."
2021-09-23T15:26:38.000Z,9,72caca6b6ec41047d46a1973dd00db6c43ad114d8f1115864ba29855cecd1317,6.0,The three eruptions from 1880 through 1920 dumped huge amounts of pollution into the atmosphere. And gases that create atmospheric warming. 
2021-09-23T15:15:01.000Z,0,384b9e3fbafdfb66132702df97b047a7384821f896b662dedf0495893e44938f,,I thought it's stock market chart with indicator 😝
2021-09-23T13:52:56.000Z,3,2cc4a31cc2674473c71f0e1050f1a6f4e4fc263fa751983bf0e4e6156fbaa807,11.0,So in 140 years we have a temperature anomaly of 1 degree.  😴
2021-09-23T13:37:52.000Z,15,e26cb43d3bff07af20d5156b206f42a6a610bdc148308db85aab2df7f908ba1a,5.0,"Scientific denial, are we coming to the Middle Ages? People are dening NASA observations, scientific conclusions. Internet is realising stupidity. What’s next? Flat Earth??"
2021-09-23T13:29:17.000Z,0,1caebe575414fb2ecd9758030b04fe8bc4ee4ce99235623f2e31851513caebc2,,"Wow, cool! Or rather: not so cool!"
2021-09-23T13:22:46.000Z,0,59b38d6270004d21590ec207c1b9647d8bc36b10de50b08b2b1c23b3f9c97981,2.0,What caused the cooling after WW2?
2021-09-23T10:51:55.000Z,3,dc73761dc66ccdbf99cb8d98b880a6a32af6d44b0a6a8d144acba170e1cd36ff,,When are we going to do something? 
2021-09-23T06:16:50.000Z,0,3be71f4109d0847f786b0fa4838c6a6e01ed5c31a28ce9fa8da771d1f414dbee,,Y vamos pa´riba...
2021-09-23T04:00:16.000Z,0,c42c7d9bb629b92dd3970fc2984f8f207fd892b54b1476f8d19cec6cae08b29c,1.0,From where we can download this data?
2021-09-23T01:59:05.000Z,1,04959b34a32bfb9fc9da4a23dfb802442c9659486dcc52c7abd78a7b49964dde,2.0,"I hope for the Best.,  but it's Still Hot., and I have no idea how to react  about all this crazy Weather., and everything that is been Going on at this moment., the only think I can do is Pray for mercy."
2021-09-23T01:56:21.000Z,0,b5b3f39e64136cb2ab007273702ed4d393206210938aee1cc46b5839d82b96c6,,It is going to get very bad.
2021-09-23T01:14:47.000Z,22,4fef13bacf11f72e7f23e444535c17ab1ee5dc83dd22737c2c43eb385a1162af,3.0,"We have also in the UK lost much of our sea grass - that is also, like trees, very effective at taking CO2 out of the cycle, for quite a while."
2021-09-23T00:55:02.000Z,1,1df619eff3b4ffdcc871dd85a2b0a761d2b17b9749b3f86bbc53e76b2ff7a45b,10.0,"We need to do two things to ensure our species continuation, find other planets quickly. The need for deep space exploration is a must. literally families in space to ensure our continuation. And save our planet!!!! Really crack down with the 'Laws' on littering, pollution and stripping(mining, trees, even animals that. are becoming extinct)."
2021-09-22T23:09:53.000Z,3,cc3fed3adbb1ffdf373f128a0ba373555d9ce43c503b5244573e0fbb18fb54f8,5.0,Oh my. I think there needs to be more done than just reducing carbon emissions.  I hope there is a plan b and plan c in the works.🤨
2021-09-22T22:45:02.000Z,6,c512092e288746fef00a465b5b87bb3909882db8dd19d0cec8f137ad11d95fe3,5.0,"Its about to be a survival for the fittest, whether you are aware of the causes or not."
2021-09-22T22:11:46.000Z,110,b1efe19dbac95ba7af0e7706446b060fb04a43e2f32a1c2612c686eb69cd7cd7,3.0,"I love watch NASA dunk on people who think they can ""debunk"" climate change"
2021-09-22T20:23:40.000Z,4,b30b11aa9dbdae2cf34c9907f667ea8cfc36f92f7c9bec1aa055d9f1a1da7c86,36.0,If I were a gambling man I'd look at the pattern. Every year the temperature has risen the one following has been the same or cooler. I wouldn't be surprised to see that pattern broken though. :)
2021-09-22T19:58:26.000Z,18,6598c51bdcd72dcf389ba6050ffbe6973a9cd8653c6f65b0465e5c50cb937124,,"""  Where do you think September 2021 will be? "" ... since nothing's been done to stop the warming trend, somewhere above where it is now ..."
2020-09-16T16:04:37.000Z,1,82fd09bdcd7397748e52c90ac5f4f52200e84f9d1a3e444c7df23b138eac6989,5.0,Lies compare the actual recorded temps to this chart and the lie is blatant... the 1930 were actually at or higher than the 2020 claims on this chart
2020-09-16T01:51:19.000Z,8,05e00dbeffab006a0211c52a4eca066b2f5ba2e0f93c690472747bc707ece9f1,11.0,"Are these the same 'Scientist' that claimed we were headed for an Ice Age in the late '70s?  Yea, everybody should believe the science because scientists say so..."
2020-09-17T14:36:44.000Z,0,de7a49bf19c361205023de1e45532d41adae65bdce5f7276136a74bc4a5e86ec,3.0,Can you show the correlation of earth temperatures and sun activity?
2020-09-17T14:28:06.000Z,0,8aeea95ecbcc3b29e499cdeb08b4c25828bac77cdf313dc152cefee965fa1f6f,3.0,"Our magnetic north has moved 30 miles a year since 2000, I think that qualifies that as in our lifetime "
2020-09-17T04:33:45.000Z,0,24b0df75864c194d92673d2fd601999158e1dec3922345641275f8a598b23f73,9.0,"Are you looking at sunspot data since they have been recording them and the correlation of effect on our climate? I have, and research shows sunspots have had huge effect on our climate, not to mention the effects of volcanic eruptions. For example when mt. St. Helens erupted it cooled earth entire temperature 1.5 degrees."
2020-09-17T03:17:52.000Z,0,09728fd9252dac7beb849e389d5ed38d45729b1f50ad2c259fd5a0aa6ca60444,1.0,Need to spread your data out. Not saying we as humans dont need to be more efficient. Lots of spikes and valleys..
2020-09-17T02:42:54.000Z,2,fb524cc9a385d64a86dd830b3614066c41f97605702744051f06bde25bdeb0b5,10.0,"Why do Climate Change scientists never show up to debates on climate change? The earths surface has risen 1 whole degree in the last 1,000 years and y’all never showed up to debate it???? Shocking"
2020-09-17T02:24:09.000Z,2,6076733c3c8d12b325a8b3a2b53a6d1b164c83a4a0d1d41abde505eebb44e007,1.0,We have Billions of asphalt on earth. World is not able to cool down from the asphalt. Due to fact holding in heat. Wake up stupid people. Yes other thing contribute also. Main problem asphalt
2020-09-17T01:40:07.000Z,0,8a629597df511ecd48a2113e5d55192937ec156b7d65258648a930681bae84c7,1.0,What causes the earths core to increase? And how much has it increased in the last 20 years?
2020-09-16T20:13:41.000Z,0,268972f4c07b64c6447b11f7793008d1e56f04e276f5cc14ce4c41cb5dd474bc,6.0,Theory is Free all the Dammed Rivers in the world. Let the rivers flow into the sea like God intended. Man plans God laughs.We are a planet of water. When you Dam a river you disrupt the rotation of Earth thus causing global warming 
2020-09-16T19:31:12.000Z,0,40c5019f8a46fa930b53a73a98d9f73e23b4c20fd8947a899f3189e3d0e439e3,2.0,"Do you not know that the axis has moved move than ever, do you know why....dont tell me climatic change"
2020-09-16T18:31:46.000Z,1,cccdf977d4ae278829cec07e1d8a2aae692920f238089dc017f1cc84e454b75a,5.0,"What are you going to do about Mars. Mars is warming up faster than the earth. OH, YOU THINK IT MIGHT BE A CYCLE OF THE SUN, AND WE CANNOT DO ANYTHING ABOUT IT.   If you’re worried about air pollution, the U.S. has done a very good job of that.  Go and talk to China and India about it. They’re pretty much the world leaders in pollution "
2020-09-16T16:27:22.000Z,2,da6486ccd16a249250aecfc836037b87b57a5fe35925c814e8c410d18a37e128,8.0,"Here is the real story. It shows about 140,000 year cycles between ice age and warm periods."
2020-09-16T16:24:50.000Z,1,da6486ccd16a249250aecfc836037b87b57a5fe35925c814e8c410d18a37e128,1.0,Isn't it disingenuous to show increase in temperature since 1890? The coldest year in the last 600 years?
2020-09-16T15:15:02.000Z,1,86729b02d3cad37cfcdb6fc6a1be6686f6b4494e25a7882b18af756e65db8cbe,8.0,Why start in 1951? Go back at lest 1000 years if you want any kind of climate picture!
2020-09-16T14:52:43.000Z,0,1326a63d781b9beae11b7e1260ceedb7645d4bf65edb3947ae9bf87b719542fb,11.0,Hi NASA can you explain to me why this year would have been warmer when the CO gases where dramatically lowered because of the pandemic? I am not a denyer I am just trying to figure out the data. 
2020-09-16T14:09:32.000Z,2,abd016fb791ed9eec44d07ccf500358845a620d1b33763ca6bb33fb7076b47bf,5.0,No accountabilty for the fact our north pole has migrated so far they had to rewrite gps software?  Since the magnetic poles are no longer diametrically opposed it weakens our magnetosphere which protects us from cosmic radiation. If your model does not account for this... youre not using science.
2020-09-16T12:45:23.000Z,9,b8a09160a17ee9108ccbfef5cb3b3169fcf8f9b0ea984515ec3350e9901c892c,44.0,"I’m afraid NASA has been added to my list of agencies with no credibility. Wow, that list just keeps growing. "
2020-09-16T12:33:31.000Z,16,c43697200b078b8f764fdcf4631f2edc0d7ad2cb7f409be78f9eecd8db3e88f4,31.0,NASA Climate Change Thanks for all the work and for your dedication especially for answering a lot of the sceptics comments with real scientific datas. Keep on doing a great job!
2020-09-16T12:17:19.000Z,2,54831d3afefc69a8c541e496c53f17c31677256c102a6ef37983d266fcadbc39,3.0,"It,s Called Fall"
2020-09-16T11:56:52.000Z,1,c3d6aed1ad8b1d16be7d7c4641bc01fc8f3cf5a888203567c621b38be6c27765,6.0,Where are the graphs for the Roman Warm Period and the Medieval Warm Period?
2020-09-16T11:53:03.000Z,0,8f9076fa87f9c83234acbd7b958a1a71efaa64bd3408c23d4f65b6c14f253640,19.0,Climate change is a political issue created by the left to institute their policy. There is no global warming. It can’t be proven. It does not exist
2020-09-16T10:07:19.000Z,2,43c1da2fac0c63442ec6053687bc14ed8fd36ed85cc35fbe2c33b25487146caa,7.0,"Hasn't our climate been warming since the ice age?
Much of earth was a tropical rain Forrest including Antarctica. North pole had a tropical climate as well. Is Earth just getting back to what it once was?"
2020-09-16T09:21:02.000Z,4,2b733800c0f2bcc54de050e5460cc5878ad85b8ba92c18a7c7a24168b2886b97,25.0,All this crap is based on false information so Scientists can continue to receive grants you guys who buy into this bull are truly gullible!!!
2020-09-16T05:53:02.000Z,0,394bf98b4ff27ba1687bf75597531a949ed38c7c092346e15297a9066fbbf5e8,1.0,"What about 1936, very convenient to start at 1950"
2020-09-16T04:43:38.000Z,2,6d604a051b3b54dae361f68fb407051d0e71b8c543144b892a8bae9688c0525a,5.0,The VAST majority of Earths history has been a LOT warmer than we are now.  Modern humans have only been around for a tiny fraction of that time.  Trilobites must have not been very (green)...🤔
2020-09-16T02:54:25.000Z,0,b1cfeae7831be9eea68ccc65537acb63c0c188fcb5d50edc0c2e125044b3fa99,5.0,"Has a lot to do with the sun,"
2020-09-16T02:53:35.000Z,4,efc75b230ef9cae367318d2b36fd80f4e032269e3efe101707db595c14311933,5.0,"Wow, we are almost as warm as we were in the medieval climate optimum around a thousand years ago!"
2020-09-16T02:43:14.000Z,0,007b667df534825dab6745547d6a8cb04ec05c208e798f269f661f3bf919da77,5.0,"Can you continue back further in time, by whatever means you have to determine temperature?"
2020-09-16T02:33:43.000Z,3,a23b793a7322a70d8c846d176625264cb353b20d028f39592940101383347ab3,1.0,We never had climate change till they strady shooting rockets in to space. The more we explore space the words our planet changes. You blame our cars . What about rocket file it takes to lift off. To get in to space.
2020-09-16T02:22:06.000Z,4,c01fb0c9d15a7c84ebe2aa07e5574e069fad325ce97d71c848d66e5f9263777c,2.0,Anyone else think climate change is a natural part of earth's cycle
2020-09-16T01:54:53.000Z,1,8c3ff495866b0315db3ef51b7166fc7bb9c56b86dd55d86eb591e0654fe38efb,3.0,Alright... so who caused the ice age?
2020-09-16T01:13:24.000Z,3,cb31a2b2f7ab4fe89f5461d5d8f2f068a0af48da137c258de6bace0acf2603de,2.0,"Moonlandings, climate change, covid, etc are hoaxes. Don't buy."
2020-09-15T23:03:53.000Z,0,ad07c0487a8c84d57f7fba04b48f36ef062fe1f481be835f442eeca8f78b2452,1.0,Southern hemisphere?
2020-09-15T22:54:01.000Z,16,e6326a0229f81f599043b68544fc298a1760db14390610e49827e294468a3972,6.0,"I remember in the 70’s everything was about a new ice age. That did not happen. 
Read Apocalypse Never by Micheal Sellenberger. Get some real, solid information "
2020-09-15T22:53:10.000Z,2,c4f7b8255e559fc38898d6a9bfcd8f0c7ff89e4d6bd0b66a86a9d27055789570,23.0,Summers are getting hotter and winters are getting colder as a result of climate change 
2020-09-15T22:25:05.000Z,6,975a2881453691af4bc9a69d95e102d6ecfd837673e6e15aa5c7e1071e509b98,29.0,"The Southern Hemisphere has gotten colder,  which means what then....."
2020-09-15T22:18:48.000Z,2,385e244a07d1dd161819ef201be1f082dfb975efb18316748bf2b2ca71c4178f,22.0,"Is there a reason the change escalates so drastically in the 1980s?

I know we saw a huge spike in CO2 at the start of the Industrial Revolution, and by this chart we can see the temps increase around that time but they stay mostly steady-ish up until roughly 1980 then it starts to spike again."
2020-09-15T22:18:44.000Z,2,57d7ebffd04cf5d6ab6968683ff69b6a1e05f02ac26a5a3f24b608f4841c620c,14.0,"How does one go about taking the earth's temperature? I know how to take my own temperature, but that's it. If it's a matter of taking a bunch of temperatures in a bunch of locations, how do you decide which locations?"
2020-09-15T22:15:12.000Z,1,2a385b02f0837fb553b0ad3eed93351bb795b8ff696e8469d389d7f0ac1cca6f,4.0,Why start at 1951?
2020-09-15T22:08:48.000Z,3,718a119c534c193730021346938f5f774e2ac2b2f1ab27bcfb9cb8d56fc72986,7.0,"Oh, don't worry - 
prez said that soon it will start cooling down again."
2020-09-15T22:05:34.000Z,5,9cc062f0992bcf476f07f0c6f0705cf230c5b8fe8e9da2cc078e510c421560f6,12.0,Climate change is real 
2020-09-15T21:57:52.000Z,10,4087c8636725f9349f44fdcd2a7a3a315aae55817189bd8921861c167e62be63,12.0,"Global warming , it’s happened before , it’s happening now , it will happen again.  There will probably be an Ice  Age .   Live life while your still here.  "
2020-09-15T21:43:00.000Z,4,7ad79c47512d814172d417e9c8fca497cae43a542bebe016c731c0263f203918,7.0,What was the reason for the dust bowl in the1920’s
2020-09-15T21:42:26.000Z,28,7668d526c629471e5802570b3f6391db8ae65d05befed97057539caa56cfc793,24.0,It’s not all Climate change believe me there’s a lot of other things to consider here & u all no it. The lying Democrats think their always right u know it.
2020-09-15T21:41:48.000Z,0,a92bc6c100d515573c323fa711e8ea404df10228478a540796805c7f4c86eeee,2.0,"Link doesn't seem to be working, can you repost?"
2020-09-15T21:40:29.000Z,15,cc3d8aa82d98a9bf3a1234a7b0196ffefb2c8fb67008b98f18d093fadcedf8b8,8.0,"""I dont think science knows!"""
2020-09-15T21:36:59.000Z,16,6c5e0b507471c121613153d3459e97b050dd47d1ec744ce0c5cf0a1393db2a8f,8.0,The climate is changing but it’s ridiculous to think that we humans can change that! If we’re the cause what caused the last ice age to melt??
2020-09-15T21:36:05.000Z,3,00febfebfa7073f73c576deb9dba73eb9f98e26bb03f3dfa8b50ce5c9d598278,7.0,Re ord being from 1860 something...lolol
2020-09-15T21:30:35.000Z,7,7d6065e313e1919d05a309bd59754895d9518d3ca8e8baa74e510cd27ac78154,8.0,The sad thing is that if we look at projected crude oil demand and new coal fired power plants coming online next 10 years this graph will continue to increase exponentially
2021-09-23T17:33:32.000Z,0,b630dbbdf1eb00bff90a40d1fbfda7913d3b8ed968eb53e0385930c8e36427bc,1.0,Don’t worry.  It will start getting cooler now.  And when you’re freezing cold nobody will be talking about global warming.  Then it will be when will this freeze end.  It was a very mild summer in CA this year.  
2021-09-23T17:24:15.000Z,0,cd2db4bc760d8aa5f2acf5889c35800e4fa6390dd8714314ff6d0dd0ce596213,,Lower
2021-09-23T16:20:52.000Z,0,61a06f14a1f5deeed14b8733ada57329c764b8a18a8537e4c0f72469f3a59160,,unfortunatelly 
2021-09-23T16:20:04.000Z,0,b13cb128cb5cd8a880890ab02474197420b7a7217f439a361d37a8b14a096984,2.0,Can we speak about a climate change based only on data between 1880 - 2020 ?
2021-09-23T16:00:27.000Z,3,675f39ef4e3015f163778765ab3727d67da4ed9d53a5e9957c546fbdbccfb1d7,3.0,"Okay Students...repeat after me truth NUCLEAR BOMBS EITHER BEING TESTED ABOVE OR BELOW GROUND NUKING  FORIEGN COUNTRIES!!!! And repeat the lie it's air pollution causing global warming. From your car factories, or coal factories, or air pollution from exhaust fumes from vehicles or candy factories or whatever government or eco friendly tree huggers says it is cuz they wouldn't lie and place a thousand taxable regulations on innocent people ever  😉"
2021-09-23T15:35:49.000Z,0,b1673a2d2d243b6d2723e72e8e8e4259e5e30b36a5d268113386ad10e5f840e2,5.0,If Christians actually read their Bibles they would know that Climate Change is completely biblical! To deny climate change is to deny the Bible! 
2021-09-23T15:25:33.000Z,1,239e403fd3f35ae7fa742f5658931ef0f7317c7ac3a788362f9b9ba67aaad92e,9.0,"One (1) degree C in 140 years...

...got it"
2021-09-23T15:23:31.000Z,11,72caca6b6ec41047d46a1973dd00db6c43ad114d8f1115864ba29855cecd1317,13.0,That is only 150 years of data. Periods of global heating and cooling have lasted for thousands of years according to geological data. The temperature could start a downward cycle at any time 
2021-09-23T15:13:56.000Z,6,5b3c8bcfdd0cc017403bc09e4bbd412576a52af1c1620e9be7e9fd34da11b016,,Excellent reports by NASA.  Too bad be are living in an Era of celebrating ignorance.
2021-09-23T15:07:41.000Z,1,39e09c244c9dbe192ef7e1418e2d67b43cac4bfcd2f2156bf581f47dec80adc7,,Dalton Van Stratten this is interesting!  
2021-09-23T15:07:22.000Z,6,8b7c0494d6d63cabe0f53ddcb65ca7aab03d433450f9623a38924d81f199f9c8,1.0,"NASA climate, thank you "
2021-09-23T14:37:39.000Z,0,939fb8b34231537f5ed9e6c06d986dea159a7cfdc661c9b6172f71aaabb519ab,,Andy Welborn
2021-09-23T14:37:35.000Z,3,eafcdce4a8cb381a77b6241fa2f17a756bbc514d9e6285808edc402aa8042985,,"Our Planet is Hotter!!!
And Climate Change is Here !!!
These People are Experts !!!
Simple as That !!!
Now Let Me Put it To You This Way !!!
There is No Planet 🌎 B !!!!!!😠😎😷"
2021-09-23T14:34:29.000Z,0,f73ea951193cb14258aa44144cdbf5c104c58c056380e788599f385a4278a78b,,😳
2021-09-23T13:59:46.000Z,1,31fd4cfea1a56eb21ad6a86ce4ed94e6a15e654b3557bfe451f0d70f45e39489,3.0,"We are still at the tail end of an ice age. 

The earth is SUPPOSED to be warming.

We just need to sequester the carbon we mined and turned to a gaseous phase "
2021-09-23T13:48:22.000Z,10,b734b67891c1065bae0fef356a86c924bc9b191c0017fec980976b4e4bb4a178,6.0,"Earth goes through these cycles every so often, the weather people has only been keeping data for a very short time and want to teach us about how the Earth behaves from millions of years back to our present day……they are full of air……"
2021-09-23T13:42:57.000Z,0,1608267cf78b51c8cd84f2e62fffbb3f6b25b465d0fb4b1bb2782e79c089bc32,1.0,"So, what you're say is we need more volcanic eruptions to blanket the earth with ash and cool it down? We're going to need Dr Evils help after all"
2021-09-23T13:38:47.000Z,0,4a1da7f9844c7fc2c70571988f8762d924f51d1695da7332b84cb5515a6420f4,,Thank you for posting..and replying to the idiot deniers
2021-09-23T13:30:37.000Z,2,829dc9cf8040b3d0ff2346acd5f785c162ca18e187c3c328f818252958aa449b,5.0,My understanding is that you don’t account for solar activity(flares) to the climate and attribute that data towards human caused change which skews the conclusion. The climate may be changing but the % of human caused climate change is almost negligible if you account for the data properly.  
2021-09-23T13:19:12.000Z,1,f43d4954e6f92d62c61a5165bdb6345d733e1ec0be1817a7dcb93436dc8936ba,4.0,"How much do this contribute to the sea level rise in oceans  
https://sealevel.nasa.gov/news/111/lasting-impressions-ice-age-echoes-affect-present-day-sea-level  Would be greatful for an answer"
2021-09-23T12:56:00.000Z,1,029488570297295be4b0484bd3e13bdc193fe57931de44fe75673d9ef769939c,3.0,Let’s see an eon of comparison…this short a sample is ridiculous.
2021-09-23T11:16:23.000Z,0,ac455b009551181fb5ac282ba7e51af59d12411212e61f3cf4f29396ab7eca70,1.0,"115 Times More Than Man

https://scitechdaily.com/deadwood-releasing-10-9-gigatons-of-carbon-every-year-more-than-all-fossil-fuel-emissions-combined/"
2021-09-23T05:54:34.000Z,1,23ef84d46c4ddc62792a34b98009f5a6a11dea9c6c4cfa6d3281e3c5f9618a9e,1.0,Think how to neutralize the global warming?
2021-09-23T02:23:15.000Z,6,402431175ef450e39a771a8ed1da3f11a769b254b23aa9de411daf7c0d768c7e,7.0,Quit chopping down all the forest maybe that may help?  Or is someone going to tell me that doesn't play a role?
2021-09-23T02:08:08.000Z,0,6295c88a92f87a1d9e235b3380625c545970fdf78d54cd9bf41de8a4502b6697,,"Meziah Jolley what money, exactly? "
2021-09-23T02:04:13.000Z,37,d223bdbdb300829620b28e11d723bf6053bbc3cb334e79c9f5ff95aa216a0883,62.0,Blah blah blah. There is nothing man can do to stop this or create this. Remember when scientists said the next ice age is coming. When Al Gore said the world wouldn't make 2012. Remember how many times these climate scientists changed the data to prove their beliefs.  No offense NASA the data proves we are getting warmer. It does not prove However that man caused it.
2021-09-23T01:57:43.000Z,1,f546bc199a9d0b745077424319b4cf56fb08d85d7b1d978011bd72d4a1a923f5,,The ‘die back’ Is going to be horrendous. 
2021-09-23T01:45:28.000Z,0,dcde8615a107561ca6f3f6396cde46c4cfb0c02a38949a9422d9f0df95db1b07,,.98 Lowest smoothing
2021-09-22T23:57:58.000Z,2,427c1101266af7222c97bbe143d28d3aabf4b9bc85f055cf63d9d36f0bd215bd,6.0,I'm STILL waiting for that Next Ice Age scare in the '70s!
2021-09-22T23:44:34.000Z,0,ff09b51636428b599e91d1d1e91916f09b8000cd141a95757b00cb6994683eed,,sad that its just a matter of time now.
2021-09-22T22:33:02.000Z,9,377b27f9e618656e04f75b17a9f0f09570025c02eff6f73b122db161731b5d86,,Denying human involvement in climate change does not change facts. The data is revealing.
2021-09-22T22:32:27.000Z,0,1780815fd05f518ebb7f7c3f132070ff83f0b99de0ae3076147fa39475bd05e4,,Oh dear
2021-09-22T19:56:33.000Z,0,9633ba775252f88f7df3d237610393b7f96218070993cb627c6cd89cb5965056,,Ruth Crowl Frank Bulbeck. Wow..
2023-07-15T06:19:49.000Z,0,00abd2b88f97986cc1771d87b85990c4357c3f3a4e55ed6180c632c39d51abf7,,"Thats correct. There is a pattern also that alternates within our seismograph charts concerning our orbital plain, a Triannual process that reoccurs  within our planets equinoxes..our seasons..they correlate."
2022-10-26T16:40:49.000Z,54,ad96b12cc36c591a35b05207117eb7019fcf4bf8f2c63f7b8f247e5cb70bbc81,14.0,"I'm kinda surprised that the trolls blaming ""Earth's natural cycles"" haven't already chimed in..."
2022-10-27T03:43:12.000Z,6,f792a1da2215ef748e3f6d5cd89392a7d91ba738e552b44905733a8fdbabe0ed,5.0,Hey NASA any chance you could give us your annual fuel usage over the last 60 years? 🙄
2022-10-26T20:53:57.000Z,4,3d2c1f533aae748dea37a405fbc21f014a1ab078b71f50c399f73db25f8d5335,,A really good analogy of the effect of CO2 in our atmosphere.
2022-10-26T18:25:43.000Z,13,39c3ec5a079b6b1a62577a1d13d4e8f894c5525575b85d71cdddddc11237d293,42.0,What confuses me is if this coat is getting “puffier” how are all-time cold records still being broken? Is this normal?
2022-10-26T16:34:59.000Z,4,063f4fcd9a401fe96ebaaaf912648a9c5f010a91960fbff1cec5592b51c8bf09,17.0,How can we stop increasing the amount of CO2?
2022-10-26T21:22:10.000Z,0,5664fa1b21a6399dca7b2a533fc932d0290567c625313a61d9fd3ed47a1a82c5,6.0,Question to NASA. How do you calculate these average worldwide temperatures?
2022-10-26T17:35:44.000Z,0,669a6e08da146d166be24e8ef452623d1244d8e1ca3787f44246a4c44a57d594,,How to drink 💧 water 💦. How to observe.maybe .
2022-10-26T18:40:30.000Z,1,aca04670690fdf6f6c014afa8ca0e2911ff0bd1f1e5b8087ecc45e40d7999c98,5.0,In 1750 how were they able to know the C02 in Our Atmosphere?
2022-10-26T22:41:27.000Z,3,45cc3943445e59860e1bfee6a816f92967d5c6993e59791cfb4de2c1aef3e74f,,"In terms raw CO2 ppm, the difference between now & 1750 is greater than the difference between 1750 and the last Ice Age. Just something to think about."
